id,id_clustering,name,description,n_documents,reduced_to_id_cluster,reduced_to_id_clustering
2048,3,,"slovač, slovensko, slovenský, tatry, kriváň, valaška, šuhaj, koliba, slovák, váh",448,2220,2
2049,3,,"husa, slípka, husička, slepice, kuře, kohout, kurník, housátko, kachna, kuřátko",426,2213,2
2050,3,,"kocour, káča, kočka, mňoukat, kocourek, kotě, ocas, utíkat, utéci, čert",415,2213,2
2051,3,,"slavský, němec, velehrad, sála, řeč, mílek, německý, jev, slovan, okolek",413,2220,2
2052,3,,"zev, olymp, afrodita, zeus, olympus, prométheus, hélios, helios, kentaur, nymfa",408,2203,2
2053,3,,"římský, řím, papež, athena, caesar, cicero, císař, gregor, heinrich, papežův",405,2224,2
2054,3,,"chrpa, mák, klas, skřivan, jetel, srp, mez, cvrček, žito, koukol",384,2227,2
2055,3,,"monotónní, teskný, doznívat, jednotvárný, tón, znavený, ticho, stesk, zádumčivý, stmívat",382,2218,2
2056,3,,"babí, vlákno, pavučina, pavouk, nit, nitka, léto, opříst, jeseň, opřádat",377,2208,2
2057,3,,"šachta, havíř, horník, kovkop, uhelný, továrna, uhlí, štola, zemník, dělnický",365,2222,2
2058,3,,"maria, zdrávas, marie, ježíš, josef, nazaret, panna, nebeský, zbožný, matek",350,2221,2
2059,3,,"epigram, verš, rým, čítat, polemika, kritik, havlíček, kritika, nos, rýma",346,2207,2
2060,3,,"vánoční, stromek, vánoce, stromeček, ježíšek, dárek, jesličky, štědrý, jezulátko, betlém",343,2229,2
2061,3,,"sonet, znělka, rým, rýma, verš, petrarka, sloka, poeta, báseň, dante",341,2207,2
2062,3,,"nit, len, příst, kolovrátek, cívka, přádlo, kužel, příze, nitka, vrčet",340,2208,2
2063,3,,"nymfa, faun, satyr, syrinx, čilimník, hélios, kentaur, flétna, jilm, helios",335,2203,2
2064,3,,"koníček, koník, vraný, podkova, šavlička, osedlaný, kůň, vraník, ostruha, jet",323,2215,2
2065,3,,"caesar, cirk, aren, nero, barbar, césar, neron, kapitol, cirkus, aréna",319,2224,2
2066,3,,"výhra, prohrát, karta, vyhrát, hráč, sázka, prohra, šach, kostka, bulka",309,2205,2
2067,3,,"polák, polský, maďar, maďarský, uhersko, srb, uherský, varšava, rus, polsko",289,2220,2
2068,3,,"kovadlina, perlík, kovář, kladivo, kovárna, železo, bušit, kovat, výheň, měch",285,2222,2
2069,3,,"úlek, rmut, zádava, úděs, úsluha, pocel, výtka, hniloba, poklekat, jáhen",284,2221,2
2070,3,,"ataman, kozák, síč, step, kozácký, ukrajina, dněpr, junák, turek, kyjev",276,2220,2
2071,3,,"basa, klarinet, housle, cimbál, smyčec, muzika, bas, šumař, hudec, nota",274,2218,2
2072,3,,"cikán, cikánka, magnát, cikánský, krčmářka, cimbál, přijechat, šuhaj, husle, chasa",270,2220,2
2073,3,,"ježíšek, jesličky, betlém, jesle, jezulátko, herodes, oslátko, děťátko, vánoční, vánoce",268,2221,2
2074,3,,"jablíčko, jablko, jeníček, jabloňka, stromeček, oříšek, hubička, stromek, babička, janeček",264,2215,2
2075,3,,"saul, izraelský, samuel, mojžíš, faraon, david, faraón, egypťan, nil, jahve",262,2224,2
2076,3,,"znělka, petrarka, laura, sonet, rým, rýma, verš, musa, mizina, opěvat",259,2207,2
2077,3,,"laguna, gondola, benátky, signorina, kanál, loďka, lido, kráska, člun, mramorový",246,2210,2
2078,3,,"češka, vlastenský, božena, libuše, líba, čech, pleť, pěstovat, vlast, děva",242,2207,2
2079,3,,"kukat, žežulka, kukačka, zakukat, žežhulka, drozd, pukat, fialka, buk, luka",241,2219,2
2080,3,,"ha, bula, hala, lomikar, dědek, čertí, chám, máma, sou, rebel",237,2225,2
2081,3,,"klávesa, klavír, piano, akord, tón, melodie, tonus, chopin, prasklý, smyčec",236,2218,2
2082,3,,"cid, maur, rodrigo, valencie, jimena, alfons, maurský, sancho, alfonso, zamora",232,2220,2
2083,3,,"ocún, luka, jeseň, podzim, podzimní, listí, zvadnout, sychravý, chladný, strniště",231,2208,2
2084,3,,"pozůstávat, ženstvo, vnadit, faust, podniknutí, skvělost, vězet, jevit, sličnost, faustus",231,2201,2
2085,3,,"astra, jeseň, podzim, podzimní, uvadlý, babí, listí, záhon, léto, akacie",228,2208,2
2086,3,,"slovák, maďar, slovač, slovenský, maďarský, tatranský, slovensko, tatry, kriváň, tatra",221,2220,2
2087,3,,"mleč, mlynář, mlýn, stárek, mlejnice, krajánek, mlít, mlynářka, stavidlo, mlýnice",221,2230,2
2088,3,,"michna, šlik, kacířský, cizák, chám, žoldák, bavor, hanuš, zikmund, bavorák",220,2224,2
2089,3,,"viola, tón, symfonie, cello, hudba, housle, struna, doprovod, šepot, ave",212,2218,2
2090,3,,"dědeček, babička, vnouček, babiččin, povídat, stařenka, vnučka, staroušek, dědoušek, vnouče",211,2229,2
2091,3,,"ouzkost, sladivý, zvětřený, ukrutenství, šálivý, nebezpečenství, rozkošnost, outlý, nevinnost, lahodivý",209,2201,2
2092,3,,"ovečka, ovce, pastýř, pastva, stádce, stádo, květena, pást, jehně, salaš",207,2221,2
2093,3,,"dagmar, skvoucí, třáseň, zdoba, zžíhat, vzdušný, třepetavý, spousta, kadeř, řasa",204,2204,2
2094,3,,"dudák, dudy, dudat, zadudat, švanda, měch, zahrát, skočná, chasa, muzika",204,2218,2
2095,3,,"zikmund, zúpět, zikmundův, králův, zlítit, pluviál, legát, viz, kostnický, král",194,2224,2
2096,3,,"švec, krejčí, bota, ušít, krejčík, střevíc, sklenář, šít, řemeslo, poplést",192,2213,2
2097,3,,"zasmušilý, čarovábný, zimný, klenba, clona, táborský, šerý, bájný, arkáda, řasný",185,2204,2
2098,3,,"archa, noemův, noe, arch, holubice, potopa, úmluva, ratolístka, koráb, penzista",181,2221,2
2099,3,,"mína, milko, mílek, jinoch, kárat, zpěvec, úsměch, třesoucí, rákos, apollo",168,2211,2
2100,3,,"honza, honzík, kabela, máma, pec, buchta, vrchní, janek, sedlák, rychtář",160,2220,2
2101,3,,"svatopluk, velehrad, moravan, morava, slavský, vrahův, slovanský, mojmír, bořivoj, metoda",160,2220,2
2102,3,,"hostýn, moravan, morava, moravský, tatarský, moravěnka, tatar, velehrad, tatra, modlící",139,2220,2
2103,3,,"ctnostný, ctný, ctnost, přemilý, nábožnost, přirození, sprostnost, múza, utěšený, žádost",136,2201,2
2104,3,,"karafiát, povídačka, růže, kráska, proslov, konvalinka, fialinka, rozkvítat, kvítí, zvadnout",129,2226,2
2105,3,,"cnost, vlast, musa, sláva, slovanský, šlechetný, jež, mrav, oslavit, oslava",118,2217,2
2106,3,,"karel, roland, olivier, zvolat, garin, dojmutý, nicoletta, turpin, alda, bazin",90,2224,2
2201,4,,"ctnost, bližní, rozum, kryst, činit, nepravost, skutek, mrav, zachovat, podvod",2453,NULL,NULL
2202,4,,"mystický, tajemný, tajemství, viditelný, závrať, bytost, vášnivý, mlčení, záhadný, vegetace",2446,NULL,NULL
2203,4,,"zářný, azur, hvězdný, nymfa, změť, kentaur, lotos, báje, eden, plát",2087,NULL,NULL
2204,4,,"národ, volnost, dějiny, heslo, prapor, český, vítězství, čin, vlast, boj",2080,NULL,NULL
2205,4,,"politika, nutný, politik, ministr, republika, parlament, vídeň, věc, poslanec, politický",2061,NULL,NULL
2206,4,,"poznání, hmota, bytí, dobro, věčno, podstata, cíl, maska, vývoj, kosmos",2037,NULL,NULL
2207,4,,"verš, kritik, autor, napsat, báseň, psát, kritika, čtenář, román, publikum",1970,NULL,NULL
2208,4,,"jeseň, podzim, vzpomínka, listí, podzimní, jaro, mládí, zima, chlad, smutek",1904,NULL,NULL
2209,4,,"vzpomínka, zapomnění, odříkání, touha, beznaděj, sen, smutek, teskný, zašlý, vzpomínat",1861,NULL,NULL
2210,4,,"loď, člun, vlna, břeh, plout, plachta, plavec, loďka, stožár, moře",1838,NULL,NULL
2211,4,,"blahý, slast, milostný, vroucí, blahost, libý, bláha, nebeský, jež, blaho",1798,NULL,NULL
2212,4,,"jmeniny, přání, vděčnost, blažit, vděčný, zachovat, toba, požehnání, péče, přát",1783,NULL,NULL
2213,4,,"čert, huba, krk, kapsa, kousek, chudák, dělat, husa, holka, nos",1777,NULL,NULL
2214,4,,"topol, podzimní, mlha, pěšina, obzor, žlutý, ticho, vzduch, mha, alej",1761,NULL,NULL
2215,4,,"matička, srdéčko, panenka, hubička, očko, hvězdička, slunéčko, komůrka, tatíček, postýlka",1759,NULL,NULL
2216,4,,"poupě, růže, růž, květ, ňadro, pel, vesna, zkvést, vonný, jaro",1746,NULL,NULL
2217,4,,"háj, ňádro, vlnka, jinoch, kvítko, slavík, kvítek, potůček, větřík, milostný",1724,NULL,NULL
2218,4,,"tón, hudba, zvuk, melodie, teskný, struna, tonus, znít, housle, nápěv",1719,NULL,NULL
2219,4,,"drozd, ptačí, mlází, kyprý, buk, vřes, hnízdo, horský, sněť, luh",1714,NULL,NULL
2220,4,,"maďar, vrah, chrabrý, voj, vůdce, meč, seč, udatný, statný, slovák",1710,NULL,NULL
2221,4,,"ježíš, kristus, golgota, kristův, spasitel, modlitba, kříž, páně, anděl, matek",1702,NULL,NULL
2222,4,,"kladivo, šachta, kov, kopat, kost, továrna, hřeb, železo, horník, lebka",1622,NULL,NULL
2223,4,,"motýl, mech, haluz, hloh, vřes, rosný, buk, sněť, větev, bříza",1561,NULL,NULL
2224,4,,"řím, římský, papež, caesar, králův, král, císař, barbar, zikmund, sluha",1483,NULL,NULL
2225,4,,"dělat, čert, chudák, huba, nos, holka, koukat, kapsa, dostat, počkat",1464,NULL,NULL
2226,4,,"kvítek, růžička, kvítko, srdéčko, kvítí, růže, věneček, květinka, očko, poupě",1450,NULL,NULL
2227,4,,"klas, klasa, lán, obilí, chrpa, žeň, žnec, stodola, pluh, brázda",1434,NULL,NULL
2228,4,,"vlak, ulice, chodník, dlažba, nádraží, okno, kolejnice, svítilna, chodec, petřín",1382,NULL,NULL
2229,4,,"závěj, sníh, zimní, zima, vánoční, mráz, jíní, kamna, stromek, sněhový",1227,NULL,NULL
2230,4,,"víno, pivo, pít, sklenka, mok, sklenice, sud, vypít, pohár, nalít",1222,NULL,NULL
