,author_order,person_id,book_id
1589,1,49,27
1590,1,55,33
1591,1,412,755
1592,1,123,1463
1593,1,354,1305
1594,1,518,1311
1595,1,433,769
1596,1,4,1477
1597,2,122,1477
1598,3,187,1477
1599,4,100,1477
1600,5,335,1477
1601,6,511,1477
1602,7,513,1477
1603,8,577,1477
1604,9,617,1477
1605,10,636,1477
1606,11,646,1477
1607,12,658,1477
1608,13,691,1477
1609,1,438,782
1610,1,711,1488
1611,1,462,796
1612,1,627,966
1613,1,615,972
1614,1,187,225
1615,1,341,543
1616,1,508,1649
1617,1,350,557
1618,1,187,231
1619,1,187,219
1620,1,695,1107
1621,1,35,1661
1622,1,29,1675
1623,1,700,1113
1624,1,357,580
1625,1,357,594
1626,1,357,582
1627,1,191,1688
1628,1,357,596
1629,1,35,1663
1630,1,695,1105
1631,1,709,1111
1632,1,357,569
1633,1,108,1677
1634,1,341,541
1635,1,79,1139
1636,1,187,227
1637,1,187,233
1638,1,350,555
1639,1,627,964
1640,1,634,970
1641,1,434,780
1642,1,626,958
1643,1,461,794
1644,1,17,19
1645,1,40,1307
1646,1,711,1461
1647,1,508,1475
1648,1,518,1313
1649,1,44,25
1650,1,74,743
1651,2,149,743
1652,3,95,743
1653,4,248,743
1654,5,252,743
1655,6,304,743
1656,7,324,743
1657,8,339,743
1658,9,484,743
1659,10,564,743
1660,11,600,743
1661,12,553,743
1662,13,567,743
1663,14,632,743
1664,15,644,743
1665,16,722,743
1666,17,745,743
1667,1,319,1449
1668,1,412,757
1669,1,55,31
1670,1,471,810
1671,1,472,804
1672,1,187,192
1673,1,482,838
1674,1,187,186
1675,1,114,1298
1676,1,345,1273
1677,1,554,1515
1678,1,376,1501
1679,1,328,1267
1680,1,175,179
1681,1,142,151
1682,1,391,637
1683,1,157,1529
1684,1,375,623
1685,1,134,145
1686,1,274,390
1687,1,274,384
1688,1,293,409
1689,1,686,1071
1690,1,686,1065
1691,1,308,435
1692,1,257,353
1693,1,256,347
1694,1,686,1059
1695,1,302,421
1696,1,686,1058
1697,1,256,346
1698,1,302,420
1699,1,453,434
1700,1,256,352
1701,1,686,1064
1702,1,293,408
1703,1,686,1070
1704,1,274,385
1705,1,274,391
1706,1,366,622
1707,1,134,144
1708,1,142,150
1709,1,517,1528
1710,1,388,636
1711,1,376,1500
1712,1,175,178
1713,1,328,1266
1714,1,345,1272
1715,1,222,1514
1716,1,483,839
1717,1,114,1299
1718,1,187,187
1719,1,187,193
1720,1,470,805
1721,1,471,811
1722,1,412,756
1723,1,267,1448
1724,1,53,30
1725,1,43,24
1726,1,62,742
1727,2,163,742
1728,3,187,742
1729,4,732,742
1730,5,383,742
1731,6,419,742
1732,7,738,742
1733,8,744,742
1734,9,606,742
1735,10,21,742
1736,11,396,742
1737,12,418,742
1738,13,439,742
1739,14,316,742
1740,1,508,1474
1741,1,518,1312
1742,1,354,1306
1743,1,17,18
1744,1,35,1460
1745,1,462,795
1746,1,626,959
1747,1,121,781
1748,1,615,971
1749,1,627,965
1750,1,187,232
1751,1,350,554
1752,1,341,540
1753,1,187,226
1754,1,79,1138
1755,1,709,1110
1756,1,108,1676
1757,1,357,568
1758,1,35,1662
1759,1,695,1104
1760,1,357,597
1761,1,545,1689
1762,1,357,583
1763,1,459,282
1764,2,224,282
1765,1,235,296
1766,1,553,1188
1767,1,341,527
1768,1,390,1639
1769,1,187,241
1770,1,192,255
1771,1,341,533
1772,1,344,1605
1773,1,89,1163
1774,1,93,1177
1775,1,203,269
1776,1,543,1611
1777,1,118,80
1778,1,128,94
1779,1,577,902
1780,1,577,916
1781,1,69,43
1782,1,420,725
1783,1,420,731
1784,1,72,57
1785,1,684,1349
1786,1,693,1361
1787,1,283,1407
1788,1,420,719
1789,1,144,1413
1790,1,294,1375
1791,1,419,692
1792,1,317,1598
1793,1,417,686
1794,1,519,876
1795,1,497,862
1796,1,385,1229
1797,1,130,137
1798,1,404,651
1799,1,557,889
1800,1,399,645
1801,1,130,123
1802,1,385,1215
1803,1,268,1573
1804,1,411,679
1805,1,268,1567
1806,1,150,1201
1807,1,331,490
1808,1,325,484
1809,1,322,453
1810,1,256,335
1811,1,252,321
1812,1,321,447
1813,1,236,309
1814,1,686,1017
1815,1,686,1003
1816,1,675,1002
1817,1,686,1016
1818,1,235,308
1819,1,252,320
1820,1,321,446
1821,1,322,452
1822,1,256,334
1823,1,312,485
1824,1,336,491
1825,1,268,1566
1826,1,395,678
1827,1,604,1200
1828,1,385,1214
1829,1,268,1572
1830,1,399,644
1831,1,130,122
1832,1,130,136
1833,1,385,1228
1834,1,557,888
1835,1,404,650
1836,1,497,863
1837,1,524,877
1838,1,417,687
1839,1,128,1599
1840,1,419,693
1841,1,144,1412
1842,1,294,1374
1843,1,693,1360
1844,1,420,718
1845,1,311,1406
1846,1,420,730
1847,1,1,1348
1848,1,72,56
1849,1,69,42
1850,1,420,724
1851,1,577,917
1852,1,577,903
1853,1,128,95
1854,1,118,81
1855,1,203,268
1856,1,93,1176
1857,1,651,1610
1858,1,344,1604
1859,1,89,1162
1860,1,190,254
1861,1,341,532
1862,1,345,1638
1863,1,341,526
1864,1,187,240
1865,1,553,1189
1866,1,235,297
1867,1,224,283
1868,1,235,295
1869,1,223,281
1870,1,341,530
1871,1,79,1148
1872,1,192,256
1873,1,187,242
1874,1,341,524
1875,1,543,1612
1876,1,93,1174
1877,1,85,1160
1878,1,341,518
1879,1,344,1606
1880,1,508,1389
1881,1,128,97
1882,1,577,929
1883,1,118,83
1884,1,577,915
1885,1,577,901
1886,1,60,54
1887,1,420,732
1888,1,708,1438
1889,1,420,726
1890,1,58,40
1891,1,111,68
1892,1,294,1376
1893,1,144,1410
1894,1,311,1404
1895,1,693,1362
1896,1,417,685
1897,1,492,849
1898,1,419,691
1899,1,496,861
1900,1,493,875
1901,1,130,120
1902,1,399,646
1903,1,204,1558
1904,1,404,652
1905,1,130,134
1906,1,150,1202
1907,1,400,1564
1908,1,268,1570
1909,1,385,1216
1910,1,127,108
1911,1,312,487
1912,1,336,493
1913,1,321,444
1914,1,252,322
1915,1,256,336
1916,1,686,1028
1917,1,322,450
1918,1,325,478
1919,1,670,1000
1920,1,686,1014
1921,1,686,1015
1922,1,325,479
1923,1,674,1001
1924,1,686,1029
1925,1,256,337
1926,1,322,451
1927,1,321,445
1928,1,252,323
1929,1,336,492
1930,1,312,486
1931,1,268,1571
1932,1,130,109
1933,1,385,1217
1934,1,150,1203
1935,1,268,1565
1936,1,404,653
1937,1,130,135
1938,1,130,121
1939,1,426,1559
1940,1,399,647
1941,1,496,860
1942,1,414,690
1943,1,492,848
1944,1,417,684
1945,1,311,1405
1946,1,693,1363
1947,1,294,1377
1948,1,113,69
1949,1,144,1411
1950,1,420,727
1951,1,708,1439
1952,1,67,41
1953,1,60,55
1954,1,420,733
1955,1,577,900
1956,1,577,914
1957,1,118,82
1958,1,128,96
1959,1,508,1388
1960,1,577,928
1961,1,86,1161
1962,1,651,1607
1963,1,341,519
1964,1,543,1613
1965,1,93,1175
1966,1,187,243
1967,1,341,525
1968,1,341,531
1969,1,192,257
1970,1,79,1149
1971,1,162,280
1972,1,235,294
1973,1,232,290
1974,1,583,284
1975,1,92,1171
1976,1,341,509
1977,1,528,1617
1978,1,344,1603
1979,1,89,1165
1980,1,190,253
1981,1,341,535
1982,1,341,521
1983,1,85,1159
1984,1,187,247
1985,1,577,910
1986,1,577,904
1987,1,128,92
1988,1,311,1398
1989,1,119,86
1990,1,584,938
1991,1,536,1415
1992,1,294,1373
1993,1,118,79
1994,1,294,1367
1995,1,311,1401
1996,1,359,1429
1997,1,17,737
1998,2,33,737
1999,3,36,737
2000,4,55,737
2001,5,60,737
2002,6,128,737
2003,7,146,737
2004,8,255,737
2005,9,260,737
2006,10,284,737
2007,11,295,737
2008,12,733,737
2009,13,394,737
2010,14,420,737
2011,15,536,737
2012,16,574,737
2013,17,576,737
2014,18,715,737
2015,19,720,737
2016,1,60,51
2017,1,26,45
2018,1,420,723
2019,1,497,864
2020,1,516,870
2021,1,494,858
2022,1,411,680
2023,1,419,694
2024,1,427,1561
2025,1,431,1207
2026,1,130,119
2027,1,385,1213
2028,1,37,1575
2029,1,397,643
2030,1,130,125
2031,1,130,131
2032,1,404,657
2033,1,601,1549
2034,1,325,482
2035,1,336,496
2036,1,686,1005
2037,1,325,469
2038,1,686,1011
2039,1,253,327
2040,1,686,1039
2041,1,746,441
2042,1,322,455
2043,1,256,333
2044,1,322,454
2045,1,256,332
2046,1,686,1038
2047,1,252,326
2048,1,308,440
2049,1,325,468
2050,1,686,1010
2051,1,686,1004
2052,1,336,497
2053,1,325,483
2054,1,130,130
2055,1,63,1548
2056,1,404,656
2057,1,397,642
2058,1,130,124
2059,1,385,1212
2060,1,37,1574
2061,1,426,1560
2062,1,130,118
2063,1,532,1206
2064,1,419,695
2065,1,415,681
2066,1,494,859
2067,1,516,871
2068,1,507,865
2069,1,26,44
2070,1,420,722
2071,1,131,736
2072,2,64,736
2073,3,673,736
2074,4,515,736
2075,5,358,736
2076,6,190,736
2077,7,551,736
2078,8,264,736
2079,9,486,736
2080,10,11,736
2081,11,332,736
2082,12,347,736
2083,13,631,736
2084,14,365,736
2085,15,704,736
2086,1,359,1428
2087,1,60,50
2088,1,294,1366
2089,1,118,78
2090,1,311,1400
2091,1,536,1414
2092,1,294,1372
2093,1,119,87
2094,1,311,1399
2095,1,584,939
2096,1,128,93
2097,1,577,905
2098,1,577,911
2099,1,341,520
2100,1,187,246
2101,1,80,1158
2102,1,190,252
2103,1,341,534
2104,1,344,1602
2105,1,89,1164
2106,1,91,1170
2107,1,543,1616
2108,1,341,508
2109,1,225,285
2110,1,232,291
2111,1,232,287
2112,1,598,1199
2113,1,235,293
2114,1,91,1166
2115,1,162,278
2116,1,325,1600
2117,1,543,1614
2118,1,92,1172
2119,1,187,244
2120,1,341,522
2121,1,341,536
2122,1,282,1628
2123,1,187,250
2124,1,577,907
2125,1,577,913
2126,1,118,85
2127,1,128,91
2128,1,311,1402
2129,1,693,1364
2130,1,294,1370
2131,1,346,1416
2132,1,420,708
2133,1,420,720
2134,1,727,46
2135,1,465,1358
2136,1,60,52
2137,1,79,734
2138,2,730,734
2139,3,291,734
2140,4,306,734
2141,5,584,734
2142,6,151,734
2143,7,686,734
2144,8,423,734
2145,9,174,734
2146,10,162,734
2147,11,534,734
2148,12,187,734
2149,13,401,734
2150,14,86,734
2151,15,557,734
2152,16,288,734
2153,1,516,867
2154,1,112,1589
2155,1,419,697
2156,1,417,683
2157,1,408,668
2158,1,318,1576
2159,1,431,1210
2160,1,150,1204
2161,1,427,1562
2162,1,404,654
2163,1,130,132
2164,1,136,1238
2165,1,130,126
2166,1,397,640
2167,1,577,898
2168,1,336,495
2169,1,325,481
2170,1,686,1012
2171,1,252,318
2172,1,686,1006
2173,1,254,330
2174,1,322,456
2175,1,321,442
2176,1,252,324
2177,1,321,443
2178,1,252,325
2179,1,256,331
2180,1,322,457
2181,1,686,1007
2182,1,252,319
2183,1,686,1013
2184,1,325,480
2185,1,336,494
2186,1,130,127
2187,1,136,1239
2188,1,577,899
2189,1,397,641
2190,1,404,655
2191,1,130,133
2192,1,150,1205
2193,1,426,1563
2194,1,318,1577
2195,1,408,669
2196,1,385,1211
2197,1,417,682
2198,1,419,696
2199,1,112,1588
2200,1,507,866
2201,1,516,872
2202,1,60,53
2203,1,60,735
2204,2,271,735
2205,3,203,735
2206,4,233,735
2207,5,17,735
2208,6,260,735
2209,7,266,735
2210,8,341,735
2211,9,351,735
2212,10,420,735
2213,11,130,735
2214,12,433,735
2215,13,735,735
2216,14,452,735
2217,15,574,735
2218,16,133,735
2219,17,577,735
2220,18,622,735
2221,19,625,735
2222,20,626,735
2223,21,695,735
2224,1,420,721
2225,1,693,1359
2226,1,60,47
2227,1,294,1371
2228,1,420,709
2229,1,369,1417
2230,1,311,1403
2231,1,476,1365
2232,1,128,90
2233,1,118,84
2234,1,577,912
2235,1,577,906
2236,1,282,1629
2237,1,341,537
2238,1,190,251
2239,1,187,245
2240,1,341,523
2241,1,543,1615
2242,1,93,1173
2243,1,162,279
2244,1,91,1167
2245,1,344,1601
2246,1,232,292
2247,1,598,1198
2248,1,225,286
