,author_order,person_id,book_id
371,1,116,71
372,1,56,1347
373,1,72,59
374,1,160,1421
375,1,708,1435
376,1,684,1353
377,1,577,918
378,1,508,1384
379,1,577,924
380,1,577,930
381,1,508,1390
382,1,336,501
383,1,203,267
384,1,93,1179
385,1,162,273
386,1,341,515
387,1,154,1623
388,1,79,1145
389,1,79,1151
390,1,574,1637
391,1,341,529
392,1,553,1186
393,1,235,298
394,1,568,1192
395,1,542,1184
396,1,561,1190
397,1,79,1147
398,1,203,259
399,1,528,1621
400,1,511,1635
401,1,79,1153
402,1,203,265
403,1,336,503
404,1,341,517
405,1,651,1609
406,1,162,271
407,1,577,926
408,1,508,1386
409,1,128,98
410,1,508,1392
411,1,577,932
412,1,550,1423
413,1,56,1345
414,1,684,1351
415,1,708,1437
416,1,420,729
417,1,419,701
418,1,107,67
419,1,294,1379
420,1,116,73
421,1,420,715
422,1,112,1594
423,1,492,852
424,1,535,1580
425,1,479,846
426,1,404,649
427,1,1,1557
428,2,10,1557
429,3,41,1557
430,4,79,1557
431,5,149,1557
432,6,184,1557
433,7,187,1557
434,8,189,1557
435,9,200,1557
436,10,213,1557
437,11,235,1557
438,12,239,1557
439,13,274,1557
440,14,275,1557
441,15,278,1557
442,16,279,1557
443,17,336,1557
444,18,393,1557
445,19,405,1557
446,20,408,1557
447,21,464,1557
448,22,482,1557
449,23,491,1557
450,24,492,1557
451,25,496,1557
452,26,508,1557
453,27,503,1557
454,28,547,1557
455,29,557,1557
456,30,606,1557
457,31,608,1557
458,32,609,1557
459,33,526,1557
460,34,542,1557
461,35,549,1557
462,36,560,1557
463,37,585,1557
464,38,586,1557
465,39,642,1557
466,40,661,1557
467,41,669,1557
468,42,680,1557
469,43,686,1557
470,1,557,891
471,1,317,1231
472,1,385,1225
473,1,314,1543
474,1,557,885
475,1,356,675
476,1,130,113
477,1,385,1219
478,1,128,107
479,1,408,661
480,1,312,488
481,1,686,1033
482,1,256,339
483,1,686,1027
484,1,244,311
485,1,325,477
486,1,323,463
487,1,235,305
488,1,323,462
489,1,235,304
490,1,239,310
491,1,325,476
492,1,686,1026
493,1,256,338
494,1,686,1032
495,1,331,489
496,1,128,106
497,1,385,1218
498,1,404,660
499,1,356,674
500,1,130,112
501,1,385,1224
502,1,557,884
503,1,314,1542
504,1,557,890
505,1,508,1556
506,2,197,1556
507,1,399,648
508,1,385,1230
509,1,492,847
510,1,535,1581
511,1,492,853
512,1,112,1595
513,1,116,72
514,1,420,714
515,1,419,700
516,1,294,1378
517,1,103,66
518,1,684,1350
519,1,420,728
520,1,708,1436
521,1,550,1422
522,1,56,1344
523,1,508,1393
524,1,582,933
525,1,577,927
526,1,128,99
527,1,508,1387
528,1,651,1608
529,1,341,516
530,1,162,270
531,1,203,264
532,1,336,502
533,1,511,1634
534,1,79,1152
535,1,192,258
536,1,79,1146
537,1,528,1620
538,1,567,1191
539,1,553,1185
540,1,204,1684
541,1,73,1690
542,1,187,203
543,1,357,565
544,1,357,571
545,1,709,1109
546,1,187,217
547,1,717,1121
548,1,357,559
549,1,508,1647
550,1,261,1653
551,1,79,1135
552,1,627,968
553,1,463,798
554,1,35,1486
555,1,602,940
556,1,123,1492
557,1,623,954
558,1,5,1479
559,2,25,1479
560,3,66,1479
561,4,78,1479
562,5,114,1479
563,6,117,1479
564,7,165,1479
565,8,179,1479
566,9,193,1479
567,10,205,1479
568,11,208,1479
569,12,216,1479
570,13,97,1479
571,14,101,1479
572,15,269,1479
573,16,270,1479
574,17,303,1479
575,18,328,1479
576,19,353,1479
577,20,378,1479
578,21,431,1479
579,22,449,1479
580,23,510,1479
581,24,514,1479
582,25,500,1479
583,26,502,1479
584,27,539,1479
585,28,570,1479
586,29,595,1479
587,30,599,1479
588,31,527,1479
589,32,580,1479
590,33,649,1479
591,34,689,1479
592,35,690,1479
593,1,433,767
594,1,3,1
595,1,17,15
596,1,433,773
597,1,371,1445
598,1,219,983
599,1,520,1323
600,1,49,29
601,1,361,1337
602,1,261,1451
603,1,664,997
604,1,471,808
605,1,482,834
606,1,135,1294
607,1,390,1280
608,1,482,820
609,1,357,613
610,1,175,175
611,1,149,161
612,1,357,607
613,1,554,1519
614,1,108,1531
615,1,90,1257
616,1,142,149
617,1,136,1243
618,1,517,1525
619,1,694,1096
620,1,274,388
621,1,686,1082
622,1,274,377
623,1,686,1069
624,1,293,411
625,1,274,405
626,1,260,363
627,1,686,1055
628,1,308,439
629,1,686,1041
630,1,308,438
631,1,686,1040
632,1,686,1054
633,1,274,404
634,1,260,362
635,1,686,1068
636,1,274,376
637,1,293,410
638,1,686,1083
639,1,274,389
640,1,697,1097
641,1,136,1242
642,1,517,1524
643,1,108,1530
644,1,141,148
645,1,90,1256
646,1,149,160
647,1,554,1518
648,1,357,606
649,1,357,612
650,1,175,174
651,1,169,1281
652,1,482,821
653,1,482,835
654,1,135,1295
655,1,471,809
656,1,7,1336
657,1,49,28
658,1,664,996
659,1,436,1450
660,1,219,982
661,1,158,1444
662,1,45,1322
663,1,17,14
664,1,433,772
665,1,433,766
666,1,19,1478
667,2,23,1478
668,3,32,1478
669,4,38,1478
670,5,42,1478
671,6,46,1478
672,7,83,1478
673,8,170,1478
674,9,210,1478
675,10,99,1478
676,11,100,1478
677,12,263,1478
678,13,272,1478
679,14,277,1478
680,15,359,1478
681,16,360,1478
682,17,403,1478
683,18,430,1478
684,19,444,1478
685,20,451,1478
686,21,485,1478
687,22,518,1478
688,23,601,1478
689,24,613,1478
690,25,612,1478
691,26,528,1478
692,27,537,1478
693,28,540,1478
694,29,543,1478
695,30,617,1478
696,31,618,1478
697,32,640,1478
698,33,645,1478
699,34,653,1478
700,35,658,1478
701,36,662,1478
702,37,667,1478
703,38,701,1478
704,39,712,1478
705,40,713,1478
706,41,721,1478
707,1,624,955
708,1,123,1493
709,1,602,941
710,1,35,1487
711,1,463,799
712,1,628,969
713,1,508,1652
714,1,79,1134
715,1,717,1120
716,1,352,1646
717,1,350,558
718,1,357,570
719,1,187,216
720,1,709,1108
721,1,187,202
722,1,357,564
723,1,73,1691
724,1,204,1685
725,1,73,1693
726,1,204,1687
727,1,357,599
728,1,187,214
729,1,357,572
730,1,357,566
731,1,108,1678
732,1,187,200
733,1,79,1136
734,1,187,228
735,1,508,1650
736,1,352,1644
737,1,717,1122
738,1,123,1491
739,1,626,957
740,1,35,1485
741,1,610,943
742,1,433,770
743,1,17,16
744,1,465,1308
745,1,6,2
746,1,433,764
747,1,261,1452
748,1,664,994
749,1,361,1334
750,1,284,1320
751,1,155,1446
752,1,638,980
753,1,412,758
754,1,482,823
755,1,169,1283
756,1,187,189
757,1,114,1297
758,1,482,837
759,1,357,604
760,1,149,162
761,1,328,1268
762,1,175,176
763,1,357,610
764,1,392,638
765,1,517,1526
766,1,136,1240
767,1,457,1254
768,1,108,1532
769,1,686,1081
770,1,694,1095
771,1,260,360
772,1,274,406
773,1,297,412
774,1,274,374
775,1,686,1042
776,1,256,348
777,1,686,1056
778,1,686,1057
779,1,256,349
780,1,686,1043
781,1,297,413
782,1,274,375
783,1,260,361
784,1,274,407
785,1,688,1094
786,1,686,1080
787,1,90,1255
788,1,48,1533
789,1,517,1527
790,1,397,639
791,1,136,1241
792,1,175,177
793,1,574,1269
794,1,357,611
795,1,357,605
796,1,149,163
797,1,135,1296
798,1,187,188
799,1,482,836
800,1,482,822
801,1,169,1282
802,1,563,1321
803,1,412,759
804,1,219,981
805,1,265,1447
806,1,664,995
807,1,261,1453
808,1,361,1335
809,1,6,3
810,1,433,765
811,1,433,771
812,1,258,1309
813,1,17,17
814,1,602,942
815,1,35,1484
816,1,626,956
817,1,123,1490
818,1,352,1645
819,1,717,1123
820,1,187,229
821,1,79,1137
822,1,508,1651
823,1,108,1679
824,1,357,567
825,1,187,201
826,1,187,215
827,1,357,573
828,1,357,598
829,1,204,1686
830,1,73,1692
831,1,73,1696
832,1,357,588
833,1,48,1682
834,1,35,1655
835,1,79,1133
836,1,717,1127
837,1,187,239
838,1,114,1641
839,1,357,577
840,1,35,1669
841,1,187,211
842,1,187,205
843,1,357,563
844,1,621,952
845,1,123,1494
846,1,614,946
847,1,30,1480
848,2,50,1480
849,3,61,1480
850,4,271,1480
851,5,178,1480
852,6,202,1480
853,7,228,1480
854,8,234,1480
855,9,266,1480
856,10,327,1480
857,11,352,1480
858,12,363,1480
859,13,384,1480
860,14,409,1480
861,15,433,1480
862,16,440,1480
863,17,446,1480
864,18,488,1480
865,19,495,1480
866,20,529,1480
867,21,541,1480
868,22,574,1480
869,23,572,1480
870,24,660,1480
871,25,657,1480
872,26,677,1480
873,27,688,1480
874,28,707,1480
875,1,361,1331
876,1,652,991
877,1,35,1457
878,1,412,749
879,1,643,985
880,1,521,1443
881,1,520,1325
882,1,17,13
883,1,433,775
884,1,412,761
885,1,14,7
886,1,284,1319
887,1,187,198
888,1,126,1286
889,1,482,826
890,1,482,832
891,1,126,1292
892,1,171,1245
893,1,15,1523
894,1,379,629
895,1,48,1537
896,1,393,1251
897,1,159,1279
898,1,153,167
899,1,357,601
900,1,357,615
901,1,173,173
902,1,686,1084
903,1,686,1090
904,1,260,359
905,1,686,1047
906,1,686,1053
907,1,274,403
908,1,259,365
909,1,273,371
910,1,302,417
911,1,273,370
912,1,302,416
913,1,274,402
914,1,260,364
915,1,686,1052
916,1,686,1046
917,1,260,358
918,1,686,1091
919,1,686,1085
920,1,357,614
921,1,172,172
922,1,153,166
923,1,622,1278
924,1,357,600
925,1,48,1536
926,1,379,628
927,1,437,1250
928,1,136,1244
929,1,15,1522
930,1,482,833
931,1,126,1293
932,1,126,1287
933,1,187,199
934,1,482,827
935,1,412,760
936,1,284,1318
937,1,14,6
938,1,17,12
939,1,433,774
940,1,708,1442
941,1,219,984
942,1,520,1324
943,1,361,1330
944,1,412,748
945,1,546,1456
946,1,652,990
947,1,436,1481
948,1,614,947
949,1,123,1495
950,1,621,953
951,1,187,204
952,1,357,562
953,1,35,1668
954,1,357,576
955,1,187,210
956,1,187,238
957,1,717,1126
958,1,126,1640
959,1,35,1654
960,1,79,1132
961,1,48,1683
962,1,357,589
963,1,73,1697
964,1,48,1681
965,1,73,1695
966,1,684,1642
967,1,717,1124
968,1,633,1130
969,1,342,548
970,1,35,1656
971,1,357,560
972,1,717,1118
973,1,187,206
974,1,187,212
975,1,357,574
976,1,614,945
977,1,35,1483
978,1,461,789
979,1,622,951
980,1,376,1497
981,1,638,979
982,1,58,38
983,1,136,1326
984,1,643,986
985,1,708,1440
986,1,663,992
987,1,261,1454
988,1,361,1332
989,1,9,4
990,1,687,762
991,1,307,1468
992,1,433,776
993,1,17,10
994,1,126,1291
995,1,482,831
996,1,482,825
997,1,126,1285
998,1,482,819
999,1,457,1252
1000,1,48,1534
1001,1,554,1520
1002,1,499,1246
1003,1,146,158
1004,1,166,170
1005,1,357,616
1006,1,376,1508
1007,1,357,602
1008,1,151,164
1009,1,686,1093
1010,1,686,1087
1011,1,274,399
1012,1,308,428
1013,1,686,1050
1014,1,686,1044
1015,1,295,414
1016,1,245,372
1017,1,276,366
1018,1,686,1078
1019,1,274,400
1020,1,686,1079
1021,1,280,367
1022,1,274,401
1023,1,302,415
1024,1,273,373
1025,1,686,1045
1026,1,453,429
1027,1,686,1051
1028,1,274,398
1029,1,686,1086
1030,1,686,1092
1031,1,357,603
1032,1,153,165
1033,1,166,171
1034,1,376,1509
1035,1,357,617
1036,1,554,1521
1037,1,148,159
1038,1,499,1247
1039,1,457,1253
1040,1,48,1535
1041,1,481,818
1042,1,482,824
1043,1,126,1284
1044,1,126,1290
1045,1,482,830
1046,1,433,777
1047,1,508,1469
1048,1,17,11
1049,1,12,5
1050,1,418,763
1051,1,261,1455
1052,1,663,993
1053,1,361,1333
1054,1,578,1327
1055,1,58,39
1056,1,708,1441
1057,1,643,987
1058,1,615,978
1059,1,376,1496
1060,1,622,950
1061,1,461,788
1062,1,35,1482
1063,1,614,944
1064,1,187,213
1065,1,357,575
1066,1,357,561
1067,1,187,207
1068,1,717,1119
1069,1,728,1131
1070,1,35,1657
1071,1,342,549
1072,1,684,1643
1073,1,717,1125
1074,1,73,1694
1075,1,108,1680
1076,1,73,1699
1077,1,357,587
1078,1,357,593
1079,1,187,222
1080,1,341,544
1081,1,343,550
1082,1,725,1128
1083,1,187,236
1084,1,695,1100
1085,1,357,578
1086,1,35,1666
1087,1,123,1672
1088,1,710,1114
1089,1,445,785
1090,1,461,791
1091,1,622,949
1092,1,626,961
1093,1,615,975
1094,1,35,1458
1095,1,106,746
1096,2,75,746
1097,3,86,746
1098,4,93,746
1099,5,105,746
1100,6,125,746
1101,7,127,746
1102,8,151,746
1103,9,194,746
1104,10,186,746
1105,11,185,746
1106,12,209,746
1107,13,237,746
1108,14,238,746
1109,15,240,746
1110,16,300,746
1111,17,306,746
1112,18,308,746
1113,19,337,746
1114,20,372,746
1115,21,375,746
1116,22,382,746
1117,23,397,746
1118,24,406,746
1119,25,413,746
1120,26,416,746
1121,27,423,746
1122,28,474,746
1123,29,492,746
1124,30,523,746
1125,31,556,746
1126,32,591,746
1127,33,569,746
1128,34,573,746
1129,35,629,746
1130,36,685,746
1131,37,699,746
1132,38,702,746
1133,39,706,746
1134,1,18,20
1135,1,58,34
1136,1,412,752
1137,1,381,1464
1138,1,354,1302
1139,1,17,8
1140,1,207,1316
1141,1,508,1470
1142,1,482,829
1143,1,187,197
1144,1,126,1289
1145,1,187,183
1146,1,475,815
1147,1,466,801
1148,1,387,632
1149,1,147,154
1150,1,115,140
1151,1,383,626
1152,1,48,1538
1153,1,381,1510
1154,1,188,1276
1155,1,161,168
1156,1,617,1262
1157,1,376,1504
1158,1,274,395
1159,1,274,381
1160,1,260,356
1161,1,686,1048
1162,1,308,430
1163,1,304,424
1164,1,256,342
1165,1,686,1074
1166,1,302,418
1167,1,686,1060
1168,1,302,419
1169,1,686,1061
1170,1,686,1075
1171,1,299,425
1172,1,256,343
1173,1,686,1049
1174,1,260,357
1175,1,308,431
1176,1,274,380
1177,1,274,394
1178,1,617,1263
1179,1,376,1505
1180,1,381,1511
1181,1,161,169
1182,1,156,1277
1183,1,115,141
1184,1,48,1539
1185,1,379,627
1186,1,387,633
1187,1,147,155
1188,1,463,800
1189,1,736,814
1190,1,181,182
1191,1,482,828
1192,1,126,1288
1193,1,187,196
1194,1,284,1317
1195,1,17,9
1196,1,508,1471
1197,1,57,1465
1198,1,354,1303
1199,1,58,35
1200,1,412,753
1201,1,22,747
1202,2,47,747
1203,3,51,747
1204,4,54,747
1205,5,68,747
1206,6,75,747
1207,7,115,747
1208,8,124,747
1209,9,125,747
1210,10,184,747
1211,11,187,747
1212,12,194,747
1213,13,215,747
1214,14,217,747
1215,15,127,747
1216,16,237,747
1217,17,231,747
1218,18,239,747
1219,19,250,747
1220,20,262,747
1221,21,289,747
1222,22,305,747
1223,23,308,747
1224,24,321,747
1225,25,320,747
1226,26,349,747
1227,27,364,747
1228,28,372,747
1229,29,389,747
1230,30,397,747
1231,31,399,747
1232,32,406,747
1233,33,416,747
1234,34,429,747
1235,35,455,747
1236,36,467,747
1237,37,471,747
1238,38,737,747
1239,39,559,747
1240,40,584,747
1241,41,591,747
1242,42,597,747
1243,43,569,747
1244,44,635,747
1245,45,637,747
1246,46,676,747
1247,47,682,747
1248,48,686,747
1249,49,695,747
1250,50,698,747
1251,51,706,747
1252,1,35,1459
1253,1,21,21
1254,1,615,974
1255,1,626,960
1256,1,614,948
1257,1,461,790
1258,1,443,784
1259,1,123,1673
1260,1,717,1115
1261,1,695,1101
1262,1,35,1667
1263,1,357,579
1264,1,350,551
1265,1,187,237
1266,1,725,1129
1267,1,187,223
1268,1,341,545
1269,1,357,592
1270,1,357,586
1271,1,73,1698
1272,1,357,590
1273,1,357,584
1274,1,187,235
1275,1,350,553
1276,1,341,547
1277,1,35,1659
1278,1,187,221
1279,1,717,1117
1280,1,187,209
1281,1,35,1671
1282,1,35,1665
1283,1,695,1103
1284,1,461,792
1285,1,458,786
1286,1,376,1498
1287,1,615,976
1288,1,626,962
1289,1,648,989
1290,1,412,751
1291,1,58,37
1292,1,361,1329
1293,1,36,23
1294,1,557,745
1295,2,729,745
1296,3,79,745
1297,4,86,745
1298,5,88,745
1299,6,93,745
1300,7,151,745
1301,8,246,745
1302,9,300,745
1303,10,306,745
1304,11,375,745
1305,12,397,745
1306,13,474,745
1307,14,469,745
1308,15,489,745
1309,16,492,745
1310,17,544,745
1311,18,569,745
1312,19,581,745
1313,20,671,745
1314,21,685,745
1315,1,508,1473
1316,1,207,1315
1317,1,114,1301
1318,1,57,1467
1319,1,434,779
1320,1,180,180
1321,1,187,194
1322,1,468,802
1323,1,475,816
1324,1,380,625
1325,1,271,143
1326,1,437,1249
1327,1,146,157
1328,1,387,631
1329,1,357,619
1330,1,376,1507
1331,1,617,1261
1332,1,188,1275
1333,1,222,1513
1334,1,274,382
1335,1,686,1088
1336,1,274,396
1337,1,256,341
1338,1,308,427
1339,1,308,433
1340,1,260,355
1341,1,686,1063
1342,1,280,369
1343,1,686,1077
1344,1,686,1076
1345,1,280,368
1346,1,686,1062
1347,1,453,432
1348,1,257,354
1349,1,256,340
1350,1,315,426
1351,1,274,397
1352,1,686,1089
1353,1,274,383
1354,1,345,1274
1355,1,57,1512
1356,1,376,1506
1357,1,357,618
1358,1,617,1260
1359,1,146,156
1360,1,499,1248
1361,1,379,630
1362,1,375,624
1363,1,271,142
1364,1,481,817
1365,1,472,803
1366,1,187,195
1367,1,181,181
1368,1,114,1300
1369,1,432,778
1370,1,57,1466
1371,1,508,1472
1372,1,518,1314
1373,1,22,22
1374,1,15,744
1375,2,36,744
1376,3,55,744
1377,4,128,744
1378,5,138,744
1379,6,199,744
1380,7,205,744
1381,8,220,744
1382,9,97,744
1383,10,102,744
1384,11,104,744
1385,12,731,744
1386,13,236,744
1387,14,252,744
1388,15,285,744
1389,16,287,744
1390,17,295,744
1391,18,301,744
1392,19,310,744
1393,20,328,744
1394,21,344,744
1395,22,118,744
1396,23,374,744
1397,24,386,744
1398,25,734,744
1399,26,402,744
1400,27,425,744
1401,28,412,744
1402,29,447,744
1403,30,448,744
1404,31,450,744
1405,32,478,744
1406,33,501,744
1407,34,512,744
1408,35,552,744
1409,36,566,744
1410,37,740,744
1411,38,578,744
1412,39,603,744
1413,40,741,744
1414,41,548,744
1415,42,575,744
1416,43,616,744
1417,44,630,744
1418,45,647,744
1419,46,650,744
1420,47,654,744
1421,48,678,744
1422,49,692,744
1423,50,743,744
1424,51,705,744
1425,1,412,750
1426,1,643,988
1427,1,361,1328
1428,1,58,36
1429,1,626,963
1430,1,615,977
1431,1,376,1499
1432,1,460,787
1433,1,461,793
1434,1,35,1664
1435,1,695,1102
1436,1,187,208
1437,1,717,1116
1438,1,35,1670
1439,1,35,1658
1440,1,341,546
1441,1,187,220
1442,1,187,234
1443,1,350,552
1444,1,357,585
1445,1,357,591
1446,1,357,595
1447,1,357,581
1448,1,123,1674
1449,1,709,1112
1450,1,695,1106
1451,1,187,218
1452,1,35,1660
1453,1,350,556
1454,1,508,1648
1455,1,187,230
1456,1,187,224
1457,1,341,542
1458,1,615,973
1459,1,627,967
1460,1,462,797
1461,1,711,1489
1462,1,442,783
1463,1,230,1310
1464,1,76,1476
1465,2,77,1476
1466,3,136,1476
1467,4,167,1476
1468,5,195,1476
1469,6,286,1476
1470,7,420,1476
1471,8,424,1476
1472,9,579,1476
1473,10,588,1476
1474,11,622,1476
1475,12,695,1476
1476,1,433,768
1477,1,711,1462
1478,1,354,1304
1479,1,55,32
1480,1,412,754
1481,1,664,998
1482,1,250,740
1483,2,2,740
1484,3,39,740
1485,4,51,740
1486,5,110,740
1487,6,124,740
1488,7,145,740
1489,8,143,740
1490,9,164,740
1491,10,184,740
1492,11,201,740
1493,12,212,740
1494,13,221,740
1495,14,290,740
1496,15,330,740
1497,16,362,740
1498,17,367,740
1499,18,368,740
1500,19,373,740
1501,20,421,740
1502,21,428,740
1503,22,429,740
1504,23,441,740
1505,24,455,740
1506,25,456,740
1507,26,565,740
1508,27,591,740
1509,28,597,740
1510,29,605,740
1511,30,619,740
1512,31,620,740
1513,32,639,740
1514,33,686,740
1515,1,49,26
1516,1,361,1338
1517,1,471,807
1518,1,471,813
1519,1,187,185
1520,1,187,191
1521,1,422,1264
1522,1,376,1502
1523,1,357,608
1524,1,554,1516
1525,1,272,1270
1526,1,617,1258
1527,1,137,146
1528,1,357,620
1529,1,387,634
1530,1,147,152
1531,1,718,1099
1532,1,274,387
1533,1,274,393
1534,1,73,1700
1535,1,274,378
1536,1,686,1066
1537,1,686,1072
1538,1,302,422
1539,1,256,344
1540,1,256,350
1541,1,308,436
1542,1,256,351
1543,1,308,437
1544,1,304,423
1545,1,256,345
1546,1,686,1073
1547,1,686,1067
1548,1,274,379
1549,1,274,392
1550,1,274,386
1551,1,718,1098
1552,1,387,635
1553,1,147,153
1554,1,139,147
1555,1,617,1259
1556,1,355,621
1557,1,554,1517
1558,1,357,609
1559,1,665,1271
1560,1,132,1265
1561,1,376,1503
1562,1,187,190
1563,1,187,184
1564,1,471,812
1565,1,471,806
1566,1,8,741
1567,2,418,741
1568,3,242,741
1569,4,211,741
1570,5,28,741
1571,6,62,741
1572,7,82,741
1573,8,142,741
1574,9,152,741
1575,10,227,741
1576,11,292,741
1577,12,291,741
1578,13,498,741
1579,14,562,741
1580,15,739,741
1581,16,589,741
1582,17,592,741
1583,18,593,741
1584,19,594,741
1585,20,742,741
1586,21,681,741
1587,1,666,999
1588,1,29,1339
